rajeev@Rajeevs-MacBook-Air airIQ % git pull --no-rebase origin main
error: You have not concluded your merge (MERGE_HEAD exists).
hint: Please, commit your changes before merging.
fatal: Exiting because of unfinished merge.
rajeev@Rajeevs-MacBook-Air airIQ % 
station,last_update,CO,NH3,NO2,OZONE,PM10,PM2.5,SO2,AQI
"Sector-12, Karnal - HSPCB",2026-04-21 17:00:00,13.0,6.0,6.0,50.0,88.0,104.0,9.0,104.0
"Sector-18, Panipat - HSPCB",2026-04-21 17:00:00,40.0,3.0,31.0,30.0,182.0,79.0,19.0,182.0
"Sector-2 IMT, Manesar - HSPCB",2026-04-21 17:00:00,14.0,13.0,35.0,38.0,113.0,172.0,3.0,172.0
"Sector-2 Industrial Area, Pithampur - MPPCB",2026-04-21 17:00:00,18.0,14.0,16.0,95.0,110.0,57.0,13.0,110.0
"Sector-2 Murlipura, Jaipur - RSPCB",2026-04-21 17:00:00,18.0,4.0,37.0,86.0,139.0,95.0,32.0,139.0
"Sector-2, Rourkela - OSPCB",2026-04-21 17:00:00,46.0,5.0,14.0,44.0,73.0,55.0,13.0,73.0
"Sector-25, Chandigarh - CPCC",2026-04-21 17:00:00,8.0,5.0,22.0,65.0,92.0,61.0,13.0,92.0
"Sector-2E Kalamboli, Navi Mumbai - MPCB",2026-04-21 17:00:00,18.0,5.0,21.0,41.0,75.0,59.0,4.0,75.0
"Sector-3B Avas Vikas Colony, Agra - UPPCB",2026-04-21 17:00:00,16.0,17.0,34.0,42.0,92.0,61.0,38.0,92.0
"Sector-51, Gurugram - HSPCB",2026-04-21 17:00:00,30.0,8.0,6.0,33.0,161.0,207.0,4.0,276.0
"Sector-53, Chandigarh - CPCC",2026-04-21 17:00:00,31.0,19.0,44.0,69.0,55.0,33.0,6.0,69.0
"Sector-6, Panchkula - HSPCB ",2026-04-21 17:00:00,23.0,5.0,24.0,34.0,92.0,97.0,14.0,97.0
"Sector-7, Kurukshetra - HSPCB",2026-04-21 17:00:00,21.0,6.0,4.0,76.0,185.0,106.0,18.0,185.0
"Sector-D Industrial Area, Mandideep - MPPCB",2026-04-21 17:00:00,12.0,7.0,33.0,112.0,84.0,76.0,16.0,112.0
"Sewri, Mumbai - BMC",2026-04-21 17:00:00,18.0,9.0,33.0,24.0,56.0,40.0,4.0,56.0
"Shadipur, Delhi - CPCB",2026-04-21 17:00:00,70.0,7.0,55.0,34.0,85.0,73.0,15.0,85.0
"Shahjahan Garden, Agra - UPPCB",2026-04-21 17:00:00,8.0,3.0,37.0,44.0,128.0,35.0,60.0,128.0
"Shasthri Nagar, Ratlam - IPCA Lab",2026-04-21 17:00:00,28.0,5.0,17.0,44.0,87.0,46.0,39.0,87.0
"Shastri Nagar, Chittorgarh - RSPCB",2026-04-21 17:00:00,13.0,16.0,21.0,99.0,79.0,40.0,8.0,99.0
"Shastri Nagar, Jaipur - RSPCB",2026-04-21 17:00:00,39.0,11.0,54.0,46.0,113.0,134.0,29.0,134.0
"Shastri Nagar, Narnaul - HSPCB",2026-04-21 17:00:00,46.0,5.0,26.0,34.0,100.0,128.0,8.0,128.0
"Shastri Nagar, Tonk - RSPCB",2026-04-21 17:00:00,40.0,6.0,22.0,92.0,130.0,61.0,6.0,130.0
"Shastripuram, Agra - UPPCB",2026-04-21 17:00:00,10.0,3.0,10.0,12.0,118.0,50.0,9.0,118.0
"Shivaji Nagar, Jhansi - UPPCB",2026-04-21 17:00:00,10.0,4.0,6.0,8.0,63.0,28.0,17.0,63.0
"Shivaji Nagar, Mumbai - BMC",2026-04-21 17:00:00,32.0,4.0,18.0,37.0,93.0,46.0,8.0,93.0
"Shivaji Nagar, Rishikesh - UKPCB",2026-04-21 17:00:00,37.0,11.0,22.0,64.0,38.0,2.0,1.0,64.0
"Shivaji University, Kolhapur - MPCB",2026-04-21 17:00:00,27.0,3.0,7.0,72.0,92.0,51.0,6.0,92.0
"Shivapura_Peenya, Bengaluru - KSPCB",2026-04-21 17:00:00,39.0,4.0,23.0,26.0,77.0,33.0,4.0,77.0
"Shivneri Colony, Amravati - MPCB",2026-04-21 17:00:00,18.0,3.0,14.0,58.0,56.0,43.0,12.0,58.0
"Shri Shivaji Science College, Amravati - MPCB",2026-04-21 17:00:00,30.0,4.0,20.0,57.0,80.0,52.0,20.0,80.0
"Shrinath Puram, Kota - RSPCB",2026-04-21 17:00:00,53.0,9.0,16.0,9.0,65.0,34.0,14.0,65.0
"Shrivastav Colony, Damoh - MPPCB",2026-04-21 17:00:00,16.0,5.0,22.0,44.0,100.0,61.0,50.0,100.0
"Shyam Nagar, Palwal - HSPCB",2026-04-21 17:00:00,28.0,9.0,24.0,24.0,127.0,128.0,12.0,128.0
"Siddharth Nagar-Worli, Mumbai - IITM",2026-04-21 17:00:00,41.0,5.0,22.0,56.0,92.0,61.0,13.0,92.0
"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",2026-04-21 17:00:00,19.0,5.0,16.0,65.0,90.0,69.0,10.0,90.0
"Sikulpuikawn, Aizawl - Mizoram PCB",2026-04-21 17:00:00,4.0,5.0,1.0,44.0,67.0,18.0,14.0,67.0
"Silk Board, Bengaluru - KSPCB",2026-04-21 17:00:00,17.0,1.0,10.0,73.0,91.0,63.0,11.0,91.0
"Siltara Phase-II, Raipur - CECB",2026-04-21 17:00:00,18.0,3.0,25.0,28.0,110.0,54.0,50.0,110.0
"Sinchan Bhavan, Kolhapur - MPCB",2026-04-21 17:00:00,33.0,5.0,22.0,67.0,54.0,61.0,13.0,67.0
"Sion, Mumbai - MPCB",2026-04-21 17:00:00,14.0,7.0,29.0,44.0,191.0,183.0,1.0,191.0
"Sirifort, Delhi - CPCB",2026-04-21 17:00:00,15.0,11.0,26.0,23.0,178.0,120.0,30.0,178.0
"Sneh Nagar, Nanded - MPCB",2026-04-21 17:00:00,22.0,4.0,44.0,75.0,121.0,76.0,20.0,121.0
"Somajiguda, Hyderabad - TSPCB",2026-04-21 17:00:00,21.0,5.0,19.0,33.0,86.0,46.0,19.0,86.0
"Sonia Vihar, Delhi - DPCC",2026-04-21 17:00:00,46.0,7.0,35.0,58.0,118.0,104.0,22.0,118.0
"Sri Aurobindo Marg, Delhi - DPCC",2026-04-21 17:00:00,19.0,5.0,22.0,105.0,92.0,61.0,13.0,105.0
"Srinivas Nagar Colony, Machilipatnam - APPCB",2026-04-21 17:00:00,20.0,5.0,10.0,38.0,48.0,42.0,16.0,48.0
"Stuart Hill, Madikeri - KSPCB",2026-04-21 17:00:00,15.0,5.0,22.0,3.0,22.0,25.0,7.0,25.0
"Subash Chowk, Churu - RSPCB",2026-04-21 17:00:00,17.0,6.0,17.0,141.0,127.0,66.0,6.0,141.0
"Suhagi, Jabalpur - JMC",2026-04-21 17:00:00,42.0,3.0,49.0,93.0,61.0,46.0,16.0,93.0
"Suryakiran Bhawan NCL, Singrauli - MPPCB",2026-04-21 17:00:00,53.0,3.0,23.0,4.0,143.0,72.0,36.0,143.0
"T T Nagar, Bhopal - MPPCB",2026-04-21 17:00:00,36.0,6.0,27.0,136.0,99.0,55.0,21.0,136.0
"Talcher Coalfields,Talcher - OSPCB",2026-04-21 17:00:00,73.0,5.0,32.0,34.0,81.0,76.0,9.0,81.0
"Talkatora District Industries Center, Lucknow - CPCB",2026-04-21 17:00:00,61.0,19.0,37.0,44.0,122.0,151.0,6.0,151.0
"Talkatora Garden, Delhi - DPCC",2026-04-21 17:00:00,68.0,5.0,23.0,32.0,139.0,118.0,29.0,139.0
"Tarakpur, Ahmednagar - MPCB",2026-04-21 17:00:00,18.0,6.0,21.0,107.0,96.0,61.0,8.0,107.0
"Tarapur, Silchar - PCBA",2026-04-21 17:00:00,28.0,1.0,33.0,3.0,47.0,24.0,6.0,47.0
"Tata Stadium, Jorapokhar - JSPCB",2026-04-21 17:00:00,39.0,3.0,8.0,22.0,105.0,57.0,13.0,105.0
"Tata Township, Bileipada - OSPCB",2026-04-21 17:00:00,36.0,5.0,22.0,18.0,92.0,61.0,13.0,92.0
"Teri Gram, Gurugram - HSPCB",2026-04-21 17:00:00,25.0,16.0,22.0,29.0,109.0,123.0,11.0,123.0
"Thavakkara, Kannur - Kerala PCB",2026-04-21 17:00:00,16.0,2.0,15.0,33.0,70.0,83.0,2.0,83.0
"Thergaon, Pimpri Chinchwad - MPCB",2026-04-21 17:00:00,15.0,12.0,43.0,74.0,105.0,107.0,6.0,107.0
"Toll Gate, Tirumala - APPCB",2026-04-21 17:00:00,19.0,3.0,48.0,60.0,57.0,49.0,9.0,60.0
"Tondare-Taloja, Navi Mumbai - MPCB",2026-04-21 17:00:00,19.0,2.0,25.0,17.0,106.0,67.0,4.0,106.0
"Town Hall, Munger - BSPCB",2026-04-21 17:00:00,29.0,3.0,5.0,10.0,70.0,74.0,58.0,74.0
"Transport Nagar, Moradabad - UPPCB",2026-04-21 17:00:00,68.0,5.0,29.0,44.0,83.0,36.0,54.0,83.0
"Transport Nagar-Nigdi, Pimpri-Chinchwad- IITM",2026-04-21 17:00:00,36.0,5.0,35.0,24.0,69.0,49.0,13.0,69.0
"Trivenidevi Bhalotia College, Asansol - WBPCB",2026-04-21 17:00:00,75.0,6.0,13.0,40.0,56.0,37.0,9.0,75.0
"Uchapatti, Madurai - TNPCB",2026-04-21 17:00:00,28.0,5.0,22.0,44.0,92.0,61.0,13.0,92.0
"Upvan Fort, Thane - MPCB",2026-04-21 17:00:00,26.0,3.0,6.0,46.0,118.0,55.0,8.0,118.0
"Urban Estate-II, Hisar - HSPCB",2026-04-21 17:00:00,26.0,13.0,32.0,166.0,66.0,66.0,13.0,166.0
"Urban, Chamarajanagar - KSPCB",2026-04-21 17:00:00,24.0,2.0,23.0,28.0,51.0,38.0,4.0,51.0
"Urja Nagar, Korba - CECB",2026-04-21 17:00:00,46.0,1.0,27.0,4.0,67.0,14.0,13.0,67.0
"Vaikuntapuram, Tirupati - APPCB",2026-04-21 17:00:00,23.0,6.0,28.0,30.0,134.0,203.0,8.0,203.0
"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",2026-04-21 17:00:00,25.0,8.0,35.0,128.0,175.0,55.0,18.0,175.0
"Vasundhara, Ghaziabad - UPPCB",2026-04-21 17:00:00,40.0,11.0,85.0,92.0,204.0,121.0,26.0,204.0
"Ved Vihar-Loni, Ghaziabad - UPPCB",2026-04-21 17:00:00,46.0,19.0,53.0,66.0,270.0,207.0,13.0,328.0
"Vedhaynath Colony, Sirohi - RSPCB",2026-04-21 17:00:00,7.0,4.0,10.0,69.0,66.0,28.0,7.0,69.0
"Velachery Res. Area, Chennai - CPCB",2026-04-21 17:00:00,28.0,3.0,12.0,12.0,37.0,29.0,6.0,37.0
"Vibhab Nagar, Firozabad - UPPCB",2026-04-21 17:00:00,10.0,2.0,15.0,44.0,120.0,93.0,3.0,120.0
"Victoria, Kolkata - WBPCB",2026-04-21 17:00:00,24.0,9.0,29.0,57.0,66.0,49.0,16.0,66.0
"Vidayagiri, Bagalkot - KSPCB",2026-04-21 17:00:00,26.0,1.0,11.0,12.0,52.0,34.0,7.0,52.0
"Vidhyanagar, Bhavnagar - Nexteng Enviro",2026-04-21 17:00:00,106.0,4.0,71.0,23.0,135.0,80.0,7.0,135.0
"Vijay Nagar, Ramanagara - KSPCB",2026-04-21 17:00:00,18.0,4.0,16.0,54.0,73.0,62.0,22.0,73.0
"Vijay Nagar, Sangli - MPCB",2026-04-21 17:00:00,20.0,6.0,12.0,47.0,58.0,47.0,22.0,58.0
"Vikas Sadan, Gurugram - HSPCB",2026-04-21 17:00:00,93.0,5.0,26.0,23.0,118.0,110.0,5.0,118.0
"Vile Parle West, Mumbai - MPCB",2026-04-21 17:00:00,30.0,6.0,11.0,44.0,63.0,48.0,50.0,63.0
"Vinoba Nagara, Shivamogga - KSPCB",2026-04-21 17:00:00,12.0,2.0,21.0,56.0,44.0,26.0,3.0,56.0
"Vithalwadi, Ulhasnagar - MPCB",2026-04-21 17:00:00,8.0,3.0,24.0,47.0,63.0,23.0,9.0,63.0
"Vivek Vihar, Delhi - DPCC",2026-04-21 17:00:00,56.0,8.0,60.0,65.0,168.0,85.0,23.0,168.0
"Ward-32 Bapupara, Siliguri - WBPCB",2026-04-21 17:00:00,39.0,10.0,76.0,41.0,87.0,58.0,14.0,87.0
"Wazirpur, Delhi - DPCC",2026-04-21 17:00:00,43.0,9.0,93.0,60.0,268.0,204.0,22.0,268.0
"Womens College_City Center, Durgapur - WBPCB",2026-04-21 17:00:00,29.0,4.0,27.0,117.0,83.0,67.0,12.0,117.0
"Worli, Mumbai -MPCB",2026-04-21 17:00:00,16.0,3.0,12.0,33.0,62.0,59.0,27.0,62.0
"Yamunapuram, Bulandshahr - UPPCB",2026-04-21 17:00:00,28.0,8.0,58.0,66.0,200.0,77.0,29.0,200.0
"Yerramukkapalli, Kadapa - APPCB",2026-04-21 17:00:00,24.0,5.0,21.0,30.0,57.0,54.0,14.0,57.0
"Zero Point GICI, Gangtok - SSPCB",2026-04-21 17:00:00,7.0,1.0,6.0,23.0,53.0,50.0,1.0,53.0
"Zoo Park, Hyderabad - TSPCB",2026-04-21 17:00:00,27.0,3.0,9.0,23.0,94.0,70.0,2.0,94.0
